EmployeeID,Name,Department,Role,Tenure,JobSatisfaction,WorkLifeBalance,ManagerSupport,CareerGrowth,StressLevel,AttritionRisk,RiskBand
E0359,Employee_359,IT,Executive,8,3,2,5,3,1,41.67,Medium
E0360,Employee_360,Finance,Senior Staff,2,4,2,2,5,3,52.5,Medium
E0361,Employee_361,HR,Entry Level,6,3,1,4,1,3,63.33,Medium
E0362,Employee_362,Operations,Staff,0,5,5,2,5,4,43.33,Medium
E0363,Employee_363,Operations,Senior Staff,3,1,2,1,1,5,88.33,High
E0364,Employee_364,HR,Manager,3,3,2,5,1,2,51.67,Medium
E0365,Employee_365,Marketing,Entry Level,6,4,3,1,5,5,62.5,Medium
E0366,Employee_366,Operations,Entry Level,7,2,5,2,1,1,50.83,Medium
E0367,Employee_367,IT,Senior Staff,0,1,1,5,2,2,60.83,Medium
E0368,Employee_368,Finance,Senior Staff,4,2,2,5,1,3,60.83,Medium
E0369,Employee_369,HR,Staff,6,3,5,1,4,4,57.5,Medium
E0370,Employee_370,Finance,Executive,3,5,5,4,1,4,46.67,Medium
E0371,Employee_371,Operations,Senior Staff,3,5,1,2,4,3,54.17,Medium
E0372,Employee_372,Operations,Senior Staff,3,4,5,3,1,1,39.17,Low
E0373,Employee_373,HR,Manager,5,5,5,3,1,3,45.0,Medium
E0374,Employee_374,IT,Entry Level,6,1,5,1,5,1,48.33,Medium
E0375,Employee_375,Sales,Executive,1,5,2,2,2,2,50.83,Medium
E0376,Employee_376,HR,Manager,4,4,1,2,2,3,63.33,Medium
E0377,Employee_377,Sales,Staff,3,3,5,1,3,1,45.0,Medium
E0378,Employee_378,Marketing,Staff,2,3,5,2,5,2,41.67,Medium
E0379,Employee_379,Sales,Senior Staff,6,5,2,4,5,3,41.67,Medium
E0380,Employee_380,IT,Senior Staff,10,2,1,1,2,4,80.0,High
E0381,Employee_381,Marketing,Staff,5,3,3,4,5,3,46.67,Medium
E0382,Employee_382,Sales,Senior Staff,6,5,2,2,2,5,65.83,Medium
E0383,Employee_383,Marketing,Executive,4,4,1,1,5,3,59.17,Medium
E0384,Employee_384,Sales,Senior Staff,5,5,5,2,1,5,58.33,Medium
E0385,Employee_385,IT,Entry Level,4,3,1,1,2,2,65.83,Medium
E0386,Employee_386,Sales,Senior Staff,6,4,1,2,2,3,63.33,Medium
E0387,Employee_387,Sales,Manager,1,5,1,4,4,2,42.5,Medium
E0388,Employee_388,Sales,Executive,10,1,3,4,5,2,50.0,Medium
E0389,Employee_389,HR,Manager,4,4,1,2,5,1,45.83,Medium
E0390,Employee_390,HR,Manager,5,1,3,1,2,2,67.5,Medium
E0391,Employee_391,HR,Entry Level,5,2,5,3,1,2,52.5,Medium
E0392,Employee_392,IT,Executive,4,4,3,4,1,3,52.5,Medium
E0393,Employee_393,Marketing,Executive,9,1,5,4,1,3,58.33,Medium
E0394,Employee_394,Operations,Executive,6,3,5,3,5,4,48.33,Medium
E0395,Employee_395,Sales,Executive,9,3,3,2,4,1,45.83,Medium
E0396,Employee_396,Sales,Executive,7,2,2,1,2,2,66.67,Medium
E0397,Employee_397,IT,Entry Level,6,4,4,2,3,1,40.83,Medium
E0398,Employee_398,Sales,Senior Staff,4,4,1,5,4,5,58.33,Medium
E0399,Employee_399,HR,Manager,0,4,4,4,3,2,39.17,Low
E0400,Employee_400,Operations,Executive,4,2,1,5,4,1,46.67,Medium
E0401,Employee_401,Finance,Senior Staff,9,4,1,4,1,4,64.17,Medium
E0402,Employee_402,Sales,Senior Staff,1,3,5,4,5,4,45.0,Medium
E0403,Employee_403,HR,Manager,4,1,1,5,3,2,58.33,Medium
E0404,Employee_404,Finance,Entry Level,4,3,1,5,4,5,62.5,Medium
E0405,Employee_405,Operations,Staff,1,3,3,2,5,4,58.33,Medium
E0406,Employee_406,Finance,Staff,4,1,4,5,3,4,58.33,Medium
E0407,Employee_407,HR,Senior Staff,3,3,3,2,2,5,70.83,High
E0408,Employee_408,Marketing,Manager,0,2,1,2,4,1,56.67,Medium
E0409,Employee_409,Marketing,Staff,2,1,5,2,2,4,67.5,Medium
E0410,Employee_410,Finance,Senior Staff,0,3,3,4,1,3,56.67,Medium
E0411,Employee_411,IT,Entry Level,10,5,3,4,2,4,50.83,Medium
E0412,Employee_412,Finance,Staff,4,3,2,5,2,1,44.17,Medium
E0413,Employee_413,Sales,Senior Staff,3,2,1,4,4,1,50.0,Medium
E0414,Employee_414,Sales,Senior Staff,6,4,5,5,1,2,37.5,Low
E0415,Employee_415,Marketing,Executive,4,3,3,4,2,3,54.17,Medium
E0416,Employee_416,IT,Entry Level,9,4,3,1,5,1,42.5,Medium
E0417,Employee_417,HR,Executive,3,5,5,1,3,5,56.67,Medium
E0418,Employee_418,Sales,Manager,1,3,1,5,2,3,57.5,Medium
E0419,Employee_419,Marketing,Executive,3,1,2,4,1,3,68.33,Medium
E0420,Employee_420,Operations,Executive,1,4,3,4,2,5,60.0,Medium
E0421,Employee_421,Marketing,Staff,7,5,2,2,3,4,58.33,Medium
E0422,Employee_422,Sales,Senior Staff,2,1,4,3,1,5,75.0,High
E0423,Employee_423,Sales,Entry Level,8,1,1,5,4,5,70.83,High
E0424,Employee_424,Marketing,Executive,3,1,4,3,1,4,70.0,High
E0425,Employee_425,HR,Entry Level,5,1,4,3,4,4,62.5,Medium
E0426,Employee_426,Finance,Executive,9,3,4,5,1,4,55.0,Medium
E0427,Employee_427,Sales,Manager,4,3,1,4,3,4,63.33,Medium
E0428,Employee_428,Marketing,Executive,9,3,1,5,3,4,60.0,Medium
E0429,Employee_429,Marketing,Staff,0,5,5,3,1,5,55.0,Medium
E0430,Employee_430,IT,Senior Staff,8,5,2,4,2,2,44.17,Medium
E0431,Employee_431,Finance,Manager,0,5,2,1,3,2,51.67,Medium
E0432,Employee_432,Operations,Executive,7,2,5,5,4,1,33.33,Low
E0433,Employee_433,HR,Entry Level,8,5,5,5,4,2,25.83,Low
E0434,Employee_434,Operations,Manager,8,3,4,4,5,2,38.33,Low
E0435,Employee_435,Finance,Manager,0,3,5,1,4,5,62.5,Medium
E0436,Employee_436,Finance,Executive,1,2,3,1,5,4,65.83,Medium
E0437,Employee_437,Finance,Manager,0,2,2,4,1,4,69.17,Medium
E0438,Employee_438,Operations,Entry Level,9,5,5,2,1,5,58.33,Medium
E0439,Employee_439,Finance,Manager,1,4,3,5,1,2,44.17,Medium
E0440,Employee_440,Marketing,Entry Level,9,2,3,5,2,5,65.0,Medium
E0441,Employee_441,Operations,Executive,7,1,3,3,2,1,55.83,Medium
E0442,Employee_442,Finance,Senior Staff,4,3,3,4,5,4,51.67,Medium
E0443,Employee_443,Marketing,Manager,10,1,4,3,4,3,57.5,Medium
E0444,Employee_444,IT,Senior Staff,6,3,3,3,4,1,42.5,Medium
E0445,Employee_445,Finance,Entry Level,1,3,4,1,1,1,53.33,Medium
E0446,Employee_446,Operations,Manager,7,2,4,5,3,5,59.17,Medium
E0447,Employee_447,Sales,Staff,10,2,3,3,2,2,56.67,Medium
E0448,Employee_448,Finance,Senior Staff,5,1,2,1,2,4,80.83,High
E0449,Employee_449,Sales,Manager,7,3,3,4,1,3,56.67,Medium
E0450,Employee_450,Marketing,Senior Staff,0,1,3,3,2,1,55.83,Medium
E0451,Employee_451,IT,Manager,0,4,3,5,1,3,49.17,Medium
E0452,Employee_452,HR,Executive,6,1,2,3,5,2,56.67,Medium
E0453,Employee_453,IT,Senior Staff,7,5,1,4,4,2,42.5,Medium
E0454,Employee_454,Finance,Staff,2,1,1,3,3,3,70.0,High
E0455,Employee_455,Sales,Staff,4,5,4,5,4,4,39.17,Low
E0456,Employee_456,Sales,Entry Level,0,5,4,1,4,2,42.5,Medium
E0457,Employee_457,Operations,Manager,6,5,2,5,5,3,38.33,Low
E0458,Employee_458,Sales,Senior Staff,4,4,5,1,2,1,43.33,Medium
E0459,Employee_459,Operations,Entry Level,7,1,1,2,3,3,73.33,High
E0460,Employee_460,Marketing,Senior Staff,7,1,4,5,2,3,55.83,Medium
E0461,Employee_461,HR,Manager,8,4,1,5,4,5,58.33,Medium
E0462,Employee_462,Finance,Staff,6,3,2,4,1,2,55.0,Medium
E0463,Employee_463,Operations,Executive,10,2,2,3,4,4,65.0,Medium
E0464,Employee_464,HR,Staff,0,1,5,1,2,4,70.83,High
E0465,Employee_465,Sales,Entry Level,2,2,5,1,4,5,66.67,Medium
E0466,Employee_466,Sales,Executive,7,4,2,4,1,4,60.83,Medium
E0467,Employee_467,HR,Entry Level,2,3,4,4,5,3,43.33,Medium
E0468,Employee_468,Sales,Manager,7,3,1,3,2,5,74.17,High
E0469,Employee_469,Marketing,Executive,0,3,3,3,4,1,42.5,Medium
E0470,Employee_470,Marketing,Entry Level,4,4,5,5,2,2,35.0,Low
E0471,Employee_471,HR,Manager,3,5,3,2,5,2,40.0,Medium
E0472,Employee_472,Operations,Staff,4,5,4,3,4,2,35.83,Low
E0473,Employee_473,Operations,Manager,7,2,5,4,4,3,46.67,Medium
E0474,Employee_474,HR,Senior Staff,9,5,3,3,2,1,39.17,Low
E0475,Employee_475,Operations,Manager,3,5,4,1,2,5,62.5,Medium
E0476,Employee_476,Operations,Manager,10,3,1,2,1,5,80.0,High
E0477,Employee_477,Marketing,Senior Staff,3,3,4,5,5,2,35.0,Low
E0478,Employee_478,Operations,Entry Level,2,2,5,1,1,1,54.17,Medium
E0479,Employee_479,IT,Entry Level,6,1,2,1,4,1,60.83,Medium
E0480,Employee_480,Finance,Manager,2,2,1,2,2,1,61.67,Medium
E0481,Employee_481,Sales,Senior Staff,2,2,3,5,4,4,55.0,Medium
E0482,Employee_482,IT,Senior Staff,10,4,5,4,4,4,43.33,Medium
E0483,Employee_483,Operations,Staff,9,4,2,5,3,2,42.5,Medium
E0484,Employee_484,Marketing,Entry Level,4,2,4,3,3,1,45.83,Medium
E0485,Employee_485,HR,Executive,4,2,2,1,4,1,56.67,Medium
E0486,Employee_486,Operations,Entry Level,5,2,5,3,2,5,65.0,Medium
E0487,Employee_487,Marketing,Entry Level,7,5,5,4,4,5,44.17,Medium
E0488,Employee_488,Finance,Staff,9,4,2,3,3,2,49.17,Medium
E0489,Employee_489,Operations,Executive,5,2,4,5,2,1,41.67,Medium
E0490,Employee_490,HR,Staff,0,3,2,3,4,2,50.83,Medium
E0491,Employee_491,Marketing,Executive,7,3,5,4,5,5,50.0,Medium
E0492,Employee_492,Marketing,Manager,7,5,5,4,5,5,41.67,Medium
E0493,Employee_493,Marketing,Executive,8,5,3,4,4,4,45.83,Medium
E0494,Employee_494,Finance,Staff,8,1,3,5,2,2,54.17,Medium
E0495,Employee_495,Operations,Entry Level,1,1,1,4,4,2,59.17,Medium
E0496,Employee_496,Finance,Executive,1,1,5,1,4,1,50.83,Medium
E0497,Employee_497,Sales,Executive,2,5,3,4,3,1,33.33,Low
E0498,Employee_498,Sales,Senior Staff,0,5,2,3,5,4,50.0,Medium
E0499,Employee_499,Operations,Entry Level,3,5,4,3,3,3,43.33,Medium
E0500,Employee_500,Finance,Manager,3,3,2,3,3,3,58.33,Medium
E0501,Employee_501,HR,Staff,8,5,4,5,4,3,34.17,Low
E0502,Employee_502,Marketing,Manager,8,3,3,3,3,2,50.0,Medium
E0503,Employee_503,Marketing,Entry Level,8,1,1,5,5,2,53.33,Medium
E0504,Employee_504,Operations,Executive,9,1,2,5,3,5,70.0,High
E0505,Employee_505,Sales,Executive,6,1,2,4,5,2,53.33,Medium
E0506,Employee_506,Sales,Entry Level,1,2,2,1,3,2,64.17,Medium
E0507,Employee_507,Marketing,Executive,9,2,4,4,5,2,42.5,Medium
E0508,Employee_508,Operations,Executive,4,4,3,4,3,4,52.5,Medium
E0509,Employee_509,Finance,Executive,3,4,2,5,3,2,42.5,Medium
E0510,Employee_510,Sales,Staff,10,4,2,5,2,1,40.0,Medium
E0511,Employee_511,Finance,Staff,7,2,1,3,5,1,50.83,Medium
E0512,Employee_512,Sales,Senior Staff,1,2,1,3,5,5,70.83,High
E0513,Employee_513,Sales,Manager,5,4,3,4,5,4,47.5,Medium
E0514,Employee_514,IT,Entry Level,4,4,3,2,1,1,49.17,Medium
E0515,Employee_515,Sales,Entry Level,1,5,5,2,3,4,48.33,Medium
E0516,Employee_516,HR,Entry Level,10,4,1,3,5,4,57.5,Medium
E0517,Employee_517,Operations,Senior Staff,9,5,5,2,1,5,58.33,Medium
E0518,Employee_518,Operations,Staff,0,3,4,3,2,4,59.17,Medium
E0519,Employee_519,Finance,Senior Staff,7,2,5,5,5,2,35.83,Low
E0520,Employee_520,Sales,Entry Level,1,4,2,4,5,4,50.83,Medium
E0521,Employee_521,HR,Manager,6,2,5,1,1,5,74.17,High
E0522,Employee_522,Finance,Executive,8,2,3,4,3,5,65.83,Medium
E0523,Employee_523,IT,Staff,8,2,4,3,2,5,68.33,Medium
E0524,Employee_524,Finance,Staff,7,3,2,3,5,1,43.33,Medium
E0525,Employee_525,Finance,Senior Staff,10,1,5,4,3,2,48.33,Medium
E0526,Employee_526,Sales,Staff,9,4,4,3,2,1,40.0,Medium
E0527,Employee_527,IT,Entry Level,8,1,4,2,4,3,60.83,Medium
E0528,Employee_528,Finance,Entry Level,1,1,2,2,4,2,62.5,Medium
E0529,Employee_529,HR,Senior Staff,5,1,5,3,2,4,64.17,Medium
E0530,Employee_530,HR,Entry Level,3,2,4,3,1,5,70.83,High
E0531,Employee_531,Operations,Manager,3,5,4,2,2,3,49.17,Medium
E0532,Employee_532,IT,Senior Staff,4,2,1,3,2,2,63.33,Medium
E0533,Employee_533,IT,Manager,2,2,4,3,1,1,50.83,Medium
E0534,Employee_534,Operations,Executive,0,1,1,4,1,5,81.67,High
E0535,Employee_535,Finance,Manager,7,2,5,1,3,1,49.17,Medium
E0536,Employee_536,IT,Executive,4,1,5,2,3,2,55.0,Medium
E0537,Employee_537,HR,Executive,2,5,5,4,1,2,36.67,Low
E0538,Employee_538,HR,Manager,9,4,3,1,4,3,55.0,Medium
E0539,Employee_539,Sales,Senior Staff,6,1,5,3,4,4,59.17,Medium
E0540,Employee_540,IT,Entry Level,6,5,4,3,2,1,35.83,Low
E0541,Employee_541,Finance,Entry Level,0,4,2,4,5,3,45.83,Medium
E0542,Employee_542,Operations,Executive,8,3,1,3,2,5,74.17,High
E0543,Employee_543,Operations,Executive,1,1,3,5,2,4,64.17,Medium
E0544,Employee_544,Finance,Senior Staff,4,1,5,4,5,3,48.33,Medium
E0545,Employee_545,Marketing,Staff,4,3,5,1,1,1,50.0,Medium
E0546,Employee_546,Sales,Manager,7,3,2,4,4,2,47.5,Medium
E0547,Employee_547,Operations,Executive,7,1,2,2,2,5,82.5,High
E0548,Employee_548,IT,Entry Level,6,3,3,4,5,1,36.67,Low
E0549,Employee_549,Sales,Senior Staff,6,2,1,3,3,4,70.83,High
E0550,Employee_550,IT,Manager,10,4,5,3,2,4,51.67,Medium
E0551,Employee_551,HR,Senior Staff,5,4,3,5,4,2,36.67,Low
E0552,Employee_552,Sales,Manager,5,4,4,5,1,2,40.83,Medium
E0553,Employee_553,Operations,Manager,10,2,4,5,2,5,61.67,Medium
E0554,Employee_554,Sales,Executive,8,3,3,1,2,5,74.17,High
E0555,Employee_555,Sales,Senior Staff,5,5,5,5,5,2,23.33,Low
E0556,Employee_556,Sales,Senior Staff,1,3,3,1,3,2,56.67,Medium
E0557,Employee_557,Marketing,Entry Level,1,1,5,5,3,4,55.0,Medium
E0558,Employee_558,Sales,Entry Level,4,4,2,1,1,2,60.83,Medium
E0559,Employee_559,IT,Executive,3,3,3,4,4,3,49.17,Medium
E0560,Employee_560,HR,Executive,10,5,5,4,1,1,31.67,Low
E0561,Employee_561,Finance,Staff,1,1,3,3,2,2,60.83,Medium
E0562,Employee_562,Sales,Entry Level,2,2,3,1,2,5,78.33,High
E0563,Employee_563,Operations,Manager,6,2,5,2,3,3,55.83,Medium
E0564,Employee_564,Sales,Senior Staff,7,5,5,3,4,5,47.5,Medium
E0565,Employee_565,Operations,Executive,5,1,1,4,5,3,61.67,Medium
E0566,Employee_566,IT,Senior Staff,10,4,3,1,4,2,50.0,Medium
E0567,Employee_567,Operations,Senior Staff,4,3,4,5,2,1,37.5,Low
E0568,Employee_568,Finance,Staff,0,1,3,2,5,5,71.67,High
E0569,Employee_569,HR,Entry Level,7,2,3,4,4,3,53.33,Medium
E0570,Employee_570,Operations,Executive,2,5,5,3,4,4,42.5,Medium
E0571,Employee_571,Operations,Senior Staff,5,5,3,1,5,2,43.33,Medium
E0572,Employee_572,HR,Executive,2,3,3,2,2,1,50.83,Medium
E0573,Employee_573,Finance,Manager,6,5,4,1,4,2,42.5,Medium
E0574,Employee_574,Sales,Staff,6,5,5,5,5,4,33.33,Low
E0575,Employee_575,Operations,Manager,8,1,3,3,2,1,55.83,Medium
E0576,Employee_576,HR,Executive,4,4,2,1,5,4,60.83,Medium
E0577,Employee_577,IT,Executive,7,3,1,4,5,2,48.33,Medium
E0578,Employee_578,HR,Entry Level,9,1,4,3,4,3,57.5,Medium
E0579,Employee_579,IT,Senior Staff,9,4,3,4,2,2,45.0,Medium
E0580,Employee_580,Finance,Senior Staff,7,1,2,1,4,2,65.83,Medium
E0581,Employee_581,Sales,Manager,0,1,3,3,1,2,63.33,Medium
E0582,Employee_582,HR,Staff,4,5,3,4,1,5,58.33,Medium
E0583,Employee_583,Marketing,Senior Staff,2,4,5,5,2,4,45.0,Medium
E0584,Employee_584,Operations,Entry Level,0,3,5,5,5,4,41.67,Medium
E0585,Employee_585,Finance,Manager,3,3,5,1,4,4,57.5,Medium
E0586,Employee_586,HR,Manager,7,4,2,3,4,5,61.67,Medium
E0587,Employee_587,Operations,Entry Level,2,5,3,2,2,3,52.5,Medium
E0588,Employee_588,HR,Staff,9,2,1,3,2,2,63.33,Medium
E0589,Employee_589,IT,Entry Level,1,1,4,5,1,3,58.33,Medium
E0590,Employee_590,HR,Staff,10,5,5,4,3,5,46.67,Medium
E0591,Employee_591,Marketing,Entry Level,8,4,5,2,2,4,55.0,Medium
E0592,Employee_592,HR,Entry Level,9,1,3,1,3,2,65.0,Medium
E0593,Employee_593,HR,Executive,4,3,3,2,2,1,50.83,Medium
E0594,Employee_594,Marketing,Manager,6,2,2,1,5,1,54.17,Medium
E0595,Employee_595,Finance,Entry Level,10,3,2,2,5,3,56.67,Medium
E0596,Employee_596,HR,Entry Level,10,4,5,1,1,4,60.83,Medium
E0597,Employee_597,Marketing,Senior Staff,1,1,3,1,1,1,65.0,Medium
E0598,Employee_598,Operations,Manager,8,4,1,2,3,3,60.83,Medium
E0599,Employee_599,IT,Senior Staff,8,1,4,2,2,5,75.83,High
E0600,Employee_600,IT,Manager,3,5,3,1,4,3,50.83,Medium
E0601,Employee_601,HR,Senior Staff,3,2,3,5,1,3,57.5,Medium
E0602,Employee_602,Finance,Entry Level,5,5,2,2,4,3,50.83,Medium
E0603,Employee_603,Finance,Entry Level,9,5,4,3,4,2,35.83,Low
E0604,Employee_604,Operations,Executive,9,4,5,4,2,3,43.33,Medium
E0605,Employee_605,HR,Senior Staff,9,2,3,1,3,3,65.83,Medium
E0606,Employee_606,IT,Staff,5,1,5,1,2,2,60.83,Medium
E0607,Employee_607,Finance,Executive,0,1,3,4,1,2,60.0,Medium
E0608,Employee_608,HR,Senior Staff,8,3,5,5,4,5,49.17,Medium
E0609,Employee_609,Finance,Senior Staff,1,1,4,4,2,4,64.17,Medium
E0610,Employee_610,Marketing,Executive,4,4,2,2,2,1,50.0,Medium
E0611,Employee_611,Finance,Entry Level,8,5,4,4,2,1,32.5,Low
E0612,Employee_612,IT,Senior Staff,3,5,1,1,1,3,65.0,Medium
E0613,Employee_613,Sales,Entry Level,10,5,2,4,3,5,56.67,Medium
E0614,Employee_614,Operations,Executive,2,2,4,3,2,3,58.33,Medium
E0615,Employee_615,Operations,Entry Level,6,1,1,2,1,1,68.33,Medium
E0616,Employee_616,IT,Manager,5,4,3,4,4,2,40.0,Medium
E0617,Employee_617,Finance,Staff,7,2,3,1,5,4,65.83,Medium
E0618,Employee_618,HR,Senior Staff,2,3,5,2,1,5,66.67,Medium
E0619,Employee_619,Finance,Staff,4,4,2,1,5,2,50.83,Medium
E0620,Employee_620,IT,Entry Level,9,4,3,5,2,4,51.67,Medium
E0621,Employee_621,Operations,Senior Staff,3,4,2,3,2,5,66.67,Medium
E0622,Employee_622,Finance,Entry Level,3,5,3,5,1,5,55.0,Medium
E0623,Employee_623,Operations,Manager,3,4,5,3,5,1,29.17,Low
E0624,Employee_624,HR,Executive,9,1,4,4,2,2,54.17,Medium
E0625,Employee_625,Operations,Senior Staff,7,4,5,2,4,5,55.0,Medium
E0626,Employee_626,Operations,Manager,5,5,1,4,3,5,60.0,Medium
E0627,Employee_627,Sales,Manager,2,4,3,3,3,4,55.83,Medium
E0628,Employee_628,Sales,Senior Staff,9,3,1,3,2,1,54.17,Medium
E0629,Employee_629,Marketing,Entry Level,4,3,1,3,5,3,56.67,Medium
E0630,Employee_630,Sales,Manager,5,5,2,1,2,1,49.17,Medium
E0631,Employee_631,Operations,Staff,4,1,3,2,5,3,61.67,Medium
E0632,Employee_632,IT,Manager,5,1,1,4,4,2,59.17,Medium
E0633,Employee_633,Operations,Entry Level,7,2,4,4,5,2,42.5,Medium
E0634,Employee_634,IT,Entry Level,6,5,1,5,2,5,59.17,Medium
E0635,Employee_635,IT,Staff,4,4,4,3,4,2,40.0,Medium
E0636,Employee_636,Sales,Manager,9,5,2,3,1,5,65.0,Medium
E0637,Employee_637,Finance,Entry Level,5,2,1,3,3,1,55.83,Medium
E0638,Employee_638,HR,Senior Staff,3,5,5,4,2,2,34.17,Low
E0639,Employee_639,Sales,Executive,8,5,2,5,2,1,35.83,Low
E0640,Employee_640,Sales,Executive,3,2,4,1,2,1,55.0,Medium
E0641,Employee_641,Finance,Executive,0,1,2,2,4,2,62.5,Medium
E0642,Employee_642,HR,Manager,6,4,1,1,1,1,59.17,Medium
E0643,Employee_643,Operations,Staff,6,2,3,4,5,2,45.83,Medium
E0644,Employee_644,Marketing,Entry Level,3,3,3,3,1,2,55.0,Medium
E0645,Employee_645,Marketing,Senior Staff,2,1,4,2,4,2,55.83,Medium
E0646,Employee_646,Operations,Senior Staff,7,3,4,4,2,3,50.83,Medium
E0647,Employee_647,Sales,Manager,4,1,3,4,3,1,50.0,Medium
E0648,Employee_648,HR,Executive,9,4,4,4,2,4,51.67,Medium
E0649,Employee_649,Sales,Manager,6,4,2,2,5,2,47.5,Medium
E0650,Employee_650,IT,Staff,3,5,5,2,3,1,33.33,Low
E0651,Employee_651,Sales,Staff,3,3,5,5,2,5,54.17,Medium
E0652,Employee_652,Sales,Entry Level,7,1,2,5,3,2,55.0,Medium
E0653,Employee_653,Operations,Entry Level,7,4,5,1,1,2,50.83,Medium
E0654,Employee_654,Operations,Staff,1,2,1,2,4,4,71.67,High
E0655,Employee_655,Operations,Staff,1,4,2,2,2,3,60.0,Medium
E0656,Employee_656,Marketing,Staff,2,2,4,2,5,3,54.17,Medium
E0657,Employee_657,IT,Manager,2,1,2,5,1,2,60.0,Medium
E0658,Employee_658,Operations,Staff,0,4,3,4,2,1,40.0,Medium
E0659,Employee_659,HR,Senior Staff,2,4,4,3,1,5,62.5,Medium
E0660,Employee_660,Marketing,Executive,5,1,3,5,5,5,61.67,Medium
E0661,Employee_661,Finance,Staff,7,4,4,2,2,1,43.33,Medium
E0662,Employee_662,HR,Executive,9,2,5,5,5,2,35.83,Low
E0663,Employee_663,HR,Manager,5,4,2,1,3,5,70.83,High
E0664,Employee_664,Operations,Executive,4,3,1,2,5,3,60.0,Medium
E0665,Employee_665,Finance,Manager,3,5,4,1,3,1,40.0,Medium
E0666,Employee_666,Finance,Senior Staff,2,2,4,2,2,4,66.67,Medium
E0667,Employee_667,Marketing,Manager,3,3,3,5,3,2,43.33,Medium
E0668,Employee_668,Finance,Manager,6,1,5,4,2,1,45.83,Medium
E0669,Employee_669,IT,Entry Level,0,2,3,3,2,5,71.67,High
E0670,Employee_670,Operations,Staff,6,5,3,1,4,2,45.83,Medium
E0671,Employee_671,Finance,Staff,0,5,5,5,2,3,35.83,Low
E0672,Employee_672,Marketing,Senior Staff,1,1,1,4,3,2,61.67,Medium
E0673,Employee_673,IT,Senior Staff,3,1,3,5,4,2,49.17,Medium
E0674,Employee_674,Sales,Staff,0,2,3,1,4,3,63.33,Medium
E0675,Employee_675,Sales,Entry Level,10,4,4,3,2,3,50.0,Medium
E0676,Employee_676,IT,Staff,10,1,5,5,5,2,40.0,Medium
E0677,Employee_677,Marketing,Entry Level,10,4,2,2,5,3,52.5,Medium
E0678,Employee_678,IT,Senior Staff,8,3,1,4,4,1,45.83,Medium
E0679,Employee_679,Operations,Executive,5,5,1,5,2,3,49.17,Medium
E0680,Employee_680,Operations,Senior Staff,0,4,5,4,5,3,35.83,Low
E0681,Employee_681,Sales,Senior Staff,0,5,4,2,2,2,44.17,Medium
E0682,Employee_682,Finance,Manager,5,4,4,3,2,1,40.0,Medium
E0683,Employee_683,Marketing,Manager,3,3,5,3,4,4,50.83,Medium
E0684,Employee_684,Sales,Manager,3,1,4,2,4,4,65.83,Medium
E0685,Employee_685,Finance,Manager,10,3,1,4,1,5,73.33,High
E0686,Employee_686,Finance,Entry Level,5,1,1,5,5,3,58.33,Medium
E0687,Employee_687,Operations,Staff,10,1,2,2,5,3,65.0,Medium
E0688,Employee_688,HR,Executive,6,5,5,1,5,1,31.67,Low
E0689,Employee_689,HR,Senior Staff,8,3,3,4,3,4,56.67,Medium
E0690,Employee_690,IT,Entry Level,9,4,3,3,2,5,63.33,Medium
E0691,Employee_691,Operations,Executive,4,3,2,2,4,1,49.17,Medium
E0692,Employee_692,Finance,Entry Level,8,5,2,3,5,3,45.0,Medium
E0693,Employee_693,Marketing,Entry Level,3,1,4,4,1,4,66.67,Medium
E0694,Employee_694,HR,Senior Staff,9,5,2,3,5,5,55.0,Medium
E0695,Employee_695,Finance,Staff,1,2,2,2,2,2,63.33,Medium
E0696,Employee_696,HR,Manager,2,2,3,4,2,4,63.33,Medium
E0697,Employee_697,HR,Staff,10,4,4,1,4,5,61.67,Medium
E0698,Employee_698,HR,Senior Staff,0,5,2,2,3,1,43.33,Medium
E0699,Employee_699,Marketing,Senior Staff,5,4,2,5,4,2,40.0,Medium
E0700,Employee_700,Operations,Senior Staff,5,4,4,2,5,5,55.83,Medium
E0701,Employee_701,Marketing,Executive,0,2,5,4,1,5,64.17,Medium
E0702,Employee_702,Sales,Staff,10,4,4,2,4,3,48.33,Medium
E0703,Employee_703,Finance,Staff,2,2,3,1,3,4,70.83,High
E0704,Employee_704,Operations,Entry Level,4,1,5,1,4,3,60.83,Medium
E0705,Employee_705,Operations,Entry Level,2,5,1,5,2,2,44.17,Medium
E0706,Employee_706,Operations,Entry Level,9,4,4,3,5,5,52.5,Medium
E0707,Employee_707,Operations,Senior Staff,2,2,3,4,5,3,50.83,Medium
E0708,Employee_708,Marketing,Staff,9,3,5,4,5,4,45.0,Medium
E0709,Employee_709,Operations,Senior Staff,2,4,4,3,5,2,37.5,Low
E0710,Employee_710,IT,Executive,4,1,2,1,5,1,58.33,Medium
E0711,Employee_711,Finance,Entry Level,4,1,4,1,5,3,61.67,Medium
E0712,Employee_712,Operations,Senior Staff,3,3,1,2,1,2,65.0,Medium
E0713,Employee_713,Finance,Senior Staff,0,2,4,5,3,1,39.17,Low
E0714,Employee_714,IT,Executive,4,4,5,5,5,3,32.5,Low
E0715,Employee_715,IT,Manager,9,2,5,5,3,2,40.83,Medium
E0716,Employee_716,Finance,Staff,4,1,4,2,5,2,53.33,Medium
E0717,Employee_717,HR,Manager,3,2,5,5,4,3,43.33,Medium
